MOVIES,YEAR,GENRE,RATING,ONE-LINE,STARS,VOTES,RunTime,Gross
Söderkåkar,(1932),"
Comedy            ",5.3,"
The movie version of Gideon Wahlbergs comedy about the happy life in Södermalm of Stockholm.","
    Director:
Weyler Hildebrand
| 
    Stars:
Gideon Wahlberg, 
Dagmar Ebbesen, 
Björn Berglund, 
Edvard Persson
",59,87.0,
Meridian,(II) (2016),"
Short, Mystery, Sci-Fi            ",4.6,"
In 1947 Los Angeles, the disappearance of four men, including his own detective, leads a police captain to a cavern where an eerie discovery awaits...","
    Director:
Curtis Clark
| 
    Stars:
Kevin Kilner, 
Reid Scott, 
Elyse Levesque, 
Dakota Bailey
",178,12.0,
Yang guan dao,(2018– ),"
Comedy, Horror            ",3.8000000000000007,"
To catch three criminal masterminds, a group of cops teams up with a forensic pathologist who can see a murder victim's final moments before death.","
            
    Stars:
Wai Ai, 
Sui-man Chim, 
Elanne Kong, 
Ying Kwan Lok
",55,25.0,
The Love Section,(2013),"
Comedy, Drama, Romance            ",5.9,"
Ali (Lawrence Adisa), is a struggling real estate agent and ladies man who has never desired to commit to anyone or anything.","
    Director:
Ronnie Warner
| 
    Stars:
Mekhi Phifer, 
Lawrence B. Adisa, 
Brian Hooks, 
Davetta Sherwood
",314,100.0,
Lego: City,(2017– ),"
Animation            ",4.9,"
LEGO City presents the fastest and explosive stories EVER!","
            
    Stars:
Kate Harbour, 
Marc Silk, 
Ben Pronsky, 
Ellen Dubin
",31,26.0,
Potato Potahto,(2017),"
Comedy            ",4.3,"
A divorced couple who decide to share equal space in their ex-matrimonial home soon realize that the ingenious idea is easier said than done.","
    Director:
Shirley Frimpong-Manso
| 
    Stars:
O.C. Ukeje, 
Joselyn Dumas, 
Joke Silva, 
Kemi Lala Akindoju
",183,115.0,
Sleepless Society: Two Pillows & A Lost Soul,(2020– ),"
Drama, Thriller            ",5.2,"
A motivational speaker in the midst of a messy divorce with her abusive and hateful husband, Wakes up from a wild and alcohol filled party to find a dead body.","
            
    Stars:
Tosatid Darnkhuntod, 
Vorarit Fuangarome, 
Namthip Jongrachatawibooniboon, 
Boonsong Nakphoo
",32,,
A Night for Dying Tigers,(2010),"
Drama            ",5.1,"
There's no place like home. Thank god. A Night for Dying Tigers is a dark, heartfelt and ultimately revealing portrait of a family on the edge of disintegration.","
    Director:
Terry Miles
| 
    Stars:
Jennifer Beals, 
Gil Bellows, 
John Pyper-Ferguson, 
Leah Gibson
",408,90.0,
A Garota Invisível,(2021),"
Comedy, Musical, Romance            ",4.6,"
Ariana has always gone unnoticed until, unintentionally, she posts a video in which she declares herself to the most popular boy in school. Now his ex-girlfriend will do anything to ruin the romance and make her want to be invisible again.","
    Director:
Mauricio Eça
| 
    Stars:
Guilherme Brumatti, 
Mharessa Fernanda, 
Bia Jordão, 
Bianca Paiva
",45,83.0,
Un fidanzato per mia moglie,(2014),"
Comedy, Romance            ",5.6,"
An exasperated husband hires a fading playboy to seduce his annoying wife in order to speed up a separation from her.","
    Director:
Davide Marengo
| 
    Stars:
Luca Bizzarri, 
Paolo Kessisoglu, 
Geppi Cucciari, 
Dino Abbrescia
",463,97.0,
My Hotter Half,(2017– ),"
Reality-TV            ",4.1,"
It's partner versus partner, as couples compete to make the most smoking selfie in this explosive, nerve-jangling battle of hotness.","
            
    Stars:
Melvin Odoom, 
Charley Clark, 
Can Somer
",212,,
Chasing Cameron,(2016– ),"
Reality-TV            ",3.8000000000000007,"
The series centers around Cameron Dallas, a ""social media influencer"",best known for his Vine videos. The half-hour episodes show Cameron, and Magcon members' road to stardom. Co-stars tour members and Dallas' immediate family members.","
            
    Stars:
Trey Schafer, 
Lee Westwick, 
Aaron Carpenter, 
Cameron Dallas
",490,31.0,
Chi m'ha visto,(2017),"
Comedy            ",5.7,"
A guitarist who played for the greatest italian artists but without fame, decides to disappear to become famous.","
    Director:
Alessandro Pondi
| 
    Stars:
Pierfrancesco Favino, 
Giuseppe Fiorello, 
Mariela Garriga, 
Dino Abbrescia
",314,105.0,
Felipe Esparza: Bad Decisions,(2020),"
Comedy            ",5.1,"
Stand-up comedian, actor and ""Last Comic Standing"" winner Felipe Esparza digs deeper into his past in his first Netflix Original comedy special.","
            
    Star:
Felipe Esparza
",142,,
Bottersnikes & Gumbles,(2015– ),"
Animation, Adventure, Comedy            ",5.2,"
In a far away forgotten valley, heaped with long abandoned junk, a timeless battle rages between good and evil - and also between squashy and scaly, happy and grumpy, clever and wily, ...                See full summary »
","
            
    Stars:
Ray Chase, 
Robbie Daymond, 
Tara Sands, 
Alex Babic
",43,11.0,
Adam Devine: Best Time of Our Lives,(2019 TV Special),"
Comedy            ",5.8,"
Frenetic comic Adam Devine talks teen awkwardness, celebrity encounters, his ""Pitch Perfect"" audition and more in a special from his hometown of Omaha.","
    Director:
Jay Karas
| 
    Star:
Adam Devine
",881,58.0,
Harry & Bunnie,(2016– ),"
Animation, Adventure, Comedy            ",4.0,"
Meet Harry, a boy who dreams of becoming a great magician. However, his obnoxious rabbit named Bunnie stole his magic wand and constantly humiliated him. They start a rivalry.","
            
    Stars:
Yvonne Chong, 
Hashir Haizal Hailmi, 
Michelle Kay
",35,21.0,
Rumble,(2017),"
Action            ",3.8000000000000007,"
Rumble revolves around an aging and injured former MMA champ who is forced back into a deadly Mexican underground fight circuit to save is girlfriend kidnapped by a mysterious cartel leader and criminal mastermind.","
    Director:
R. Ellis Frazier
| 
    Stars:
Gary Daniels, 
Sissi Fleitas, 
Eddie J. Fernandez, 
Luis Gatica
",274,,
You Will Love Me,(2013),"
Horror, Mystery, Thriller            ",3.8000000000000007,"
After visiting a supposedly haunted forest, a teen girl comes to believe that a violent poltergeist followed her home and is stalking her.","
    Director:
Stephen McKendree
| 
    Stars:
Marina Petrano, 
Christopher Ingle, 
Rhea Rossiter, 
Weston Adwell
",674,102.0,
Nor chor,(2002),"
Action, Drama            ",5.5,"
Ray's life is turned upside down when he is jailed for the accidental vehicular homicide. Life behind bars is bitter and violent. Over crowding, male rape, and drug abuse are the order of ...                See full summary »
","
    Director:
Manop Janjarasskul
| 
    Stars:
Chalad Na Songkhla, 
Sahatchai 'Stop' Chumrum, 
Pornchai Hongrattanaporn, 
Kongsak Kaenmeepol
",82,90.0,
Issaq,(2013),"
Drama, Romance            ",4.5,"
A contemporary adaptation of Romeo and Juliet set in the backdrop of Varanasi in the UP heartland, complete with naxalism, sand mining mafia and of course the timeless love story.","
    Director:
Manish Tiwary
| 
    Stars:
Prateik, 
Amyra Dastur, 
Ravi Kishan, 
Prashant Narayanan
",449,148.0,
Satria Heroes: Revenge of the Darkness,(2017),"
Action, Adventure, Drama            ",4.0,"
One year has passed since Satria Garuda Bima-X defeated VUDO and the earth is in peace again. Ray and Rena are rebuilding the Parallel World again. However, new evil forces attack and old enemies rise again to devastate the earth.","
    Directors:
Kenzô Maihara, 
Amandha Wyanto
| 
    Stars:
Abio Abie, 
Adhitya Alkatiri, 
Stella Cornelia, 
Rayhan Febrian
",56,92.0,
Xi Feng Lie,(2010),"
Action            ",5.1,"
Zhang Ning, a hitman and underground boxer fleeing through the Gobi with his pregnant girlfriend, Sun Jing. Several nemeses are hot on their trail, including a pair of ruthless killers and ...                See full summary »
","
    Director:
Qunshu Gao
| 
    Stars:
Yihong Duan, 
Guowei Ma, 
Francis Ng, 
Dahong Ni
",374,114.0,
Moh Maya Money,(2016),"
Crime, Drama, Thriller            ",5.6,"
A young real-estate broker tries to pull off a huge scam, which goes horribly wrong. To fix everything he involves his begrudging wife leading to an end neither could imagine.","
    Director:
Munish Bhardwaj
| 
    Stars:
Neha Dhupia, 
Ranvir Shorey, 
Devendra Chowhan, 
Vidushi Mehra
",419,108.0,
On est ensemble,(2020),"
Documentary            ",4.5,"
Activists around the world fight injustice and drive social change in this documentary that follows their participation in the music video Solidarité.","
    Director:
Stéphane de Freitas
| 
    Stars:
Afaq, 
Panmela Castro, 
Stéphane de Freitas
",79,86.0,
Rise of the Zombie,(2013),"
Drama, Horror, Thriller            ",3.8000000000000007,"
A heartbroken wildlife photographer throws himself into his work, only to find himself experiencing strange transformations.","
    Directors:
Luke Kenny, 
Devaki Singh
| 
    Stars:
Luke Kenny, 
Kirti Kulhari, 
Ashwin Mushran, 
Benjamin Gilani
",423,86.0,
Sins Expiation,(2012),"
Action, Thriller            ",3.8000000000000007,"
David begins experiencing cloudy memories of a long-lost life amidst the violent Cortello family in Sicily Ã¢â'¬Â¦ a family he ultimately betrayed. And the wages of sin are deadly.","
    Director:
Carlo Fusco
| 
    Stars:
Gabriele Arena, 
Steven Bauer, 
Vin Bejleri, 
Luigi Maria Burruano
",296,84.0,
Hakyu Hoshin Engi,(2018– ),"
Animation, Action, Adventure            ",5.9,"
The story is set in legendary China. A beautiful female fox spirit named Dakki is controlling the emperor Chu-o and the ruling In dynasty, and is using her power over him to do evil in the ...                See full summary »
","
            
    Stars:
Josh Grelle, 
Tyler Walker, 
J. Michael Tatum, 
Aaron Dismuke
",31,23.0,
Home: For the Holidays,(2017 TV Movie),"
Animation, Adventure, Comedy            ",4.8,"
Oh takes it upon himself to introduce Christmas joy to his fellow Boovs. Unfortunately, his well-meaning mission nearly destroys the city.","
    Director:
Blake Lemons
| 
    Stars:
Kelly Clarkson, 
Ryan Crego, 
Rachel Crow, 
Kelly Donohue
",133,45.0,
Khoon Khoon,(1973),"
Crime, Mystery, Thriller            ",5.2,"
A Bombay cop tries to track down a serial killer who snipes at random victims.","
    Director:
Mohammed Hussain
| 
    Stars:
Mahendra Sandhu, 
Danny Denzongpa, 
Jagdeep, 
Faryal
",35,,
Baggage,(I) (2008),"
Drama            ",4.8,"
Pediatrician by day, single mom by night, Sarah invites her estranged husband, Pete, back to their suburban home for the Holidays on one condition: he must reconcile with their daughters ...                See full summary »
","
    Director:
Stephen Polk
| 
    Stars:
Barry Bostwick, 
Cheryl Ladd, 
Julia Sobaski, 
Stephen Polk
",373,110.0,
Sea People,(1999 TV Movie),"
Drama, Family, Fantasy            ",5.9,"
Hume Cronyn, Joan Gregson and Tegan Moss star in this dramatic fantasy about a teenage girl who wants to swim the English Channel. She soon meets an elderly couple who offer her advice, not...                See full summary »
","
    Director:
Vic Sarin
| 
    Stars:
Hume Cronyn, 
Joan Gregson, 
Tegan Moss, 
Shawn Roberts
",438,95.0,
J-Style Trip,(2020– ),"
Reality-TV            ",5.4,"
Add a Plot
","
            
    Stars:
Jay Chou, 
Funky Tu, 
Chen Kuan-Lin, 
Will Tsai
",97,,
Fashion Chicks,(2015),"
Comedy, Romance            ",5.1,"
A nerdy girl creates an alter-ego to launch a successful Fashion blog.","
    Director:
Jonathan Elbers
| 
    Stars:
Victoria Koblenko, 
Dorien Rose Duinker, 
Myrthe Burger, 
Peter Faber
",342,90.0,
Rezeta,(2012),"
Comedy, Drama, Romance            ",5.7,"
Rezeta tells the story of a jet-setting model who leads a freewheeling and spontaneous life in Mexico City that starts to change when she falls in love with an unexpected young artist","
    Director:
Fernando Frias
| 
    Stars:
Rezeta Veliu, 
Roger Mendoza, 
Emiliano Becerril, 
Sebastian Cordova
",508,85.0,
Stunt Science,(2018– ),"
Reality-TV            ",5.0,"
A team of experts break down the world's most extraordinary stunt clips, and work out how they were (or weren't) achieved.","
",43,,
Burning Daylight,(2010),"
Crime            ",5.4,"
Three Wall Street bankers, a pair of crooks, and a millionaire are betrayed, manipulated and exploited by the efforts of a ruthless woman.","
    Director:
Sanzhar Sultan
| 
    Stars:
Robert Knepper, 
Paul Calderon, 
Adrian Cowan, 
Sanzhar Sultan
",233,102.0,
Pokémon: Happy Birthday to You!,(2017 TV Special),"
Animation, Short            ",5.4,"
Today is your big day, and Ash, Pikachu and all their friends are gathering to celebrate with you. Here's to another year of catching Pokémon.","
",21,1.0,
Zephyr Springs,(2013),"
Thriller            ",4.2,"
When Dawn and Kayla reunite for a mother-daughter weekend at a popular spa resort, they find themselves fighting for their lives as they discover the visiting guru has turned the resort into a cult nightmare.","
    Director:
Marita Grabiak
| 
    Stars:
Amy Pietz, 
Johnny Whitworth, 
Tracey Fairaway, 
Kelly Curran
",413,88.0,
Toen was geluk heel gewoon,(2014),"
Comedy            ",5.7,"
A Dutch sitcom, a spin-off of US TV-show 'The Honeymooners'","
    Director:
Ineke Houtman
| 
    Stars:
Gerard Cox, 
Joke Bruijs, 
Sjoerd Pleijsier, 
Tarik Moree
",386,87.0,
Defcon 2012,(2010),"
Sci-Fi            ",3.8000000000000007,"
On October 30, 2009 an independent filmmaker and his cast and crew are reported missing a month before the release of their controversial film predicting the end of the world. Authorities ...                See full summary »
","
    Director:
R. Christian Anderson
| 
    Stars:
Shy Pilgreen, 
Dan Gruenberg, 
Brian Neil Hoff, 
Thema Johannsen
",377,92.0,
George Lopez: We'll Do It for Half,(2020 TV Special),"
Comedy            ",5.6,"
Comedian George Lopez tackles the future and the past of Hispanic culture in America, touching on immigration, his tough relatives, aging and much more.","
    Director:
Troy Miller
| 
    Star:
George Lopez
",398,51.0,
Mike Epps: Only One Mike,(2019 TV Special),"
Comedy            ",4.8,"
A 2019 stand-up comedy special by comedian Mike Epps, where he tackles sexual misconduct, special education, aging body parts and more.","
    Director:
Kevin Bray
| 
    Star:
Mike Epps
",266,63.0,
Zavera,(2019),"
Drama            ",4.5,"
After the suspicious death of his best friend Nic, Stefan, a fifty-year-old businessman, uncovers the unknown part of their relationship and has to come to terms with his new life.","
    Director:
Andrei Gruzsniczki
| 
    Stars:
Dorian Boguta, 
Ioana Flora, 
Serban Pavlu, 
Medeea Marinescu
",90,96.0,
Chimamire sukeban chênsô,(2016),"
Action, Horror            ",4.5,"
Giko Nokomura is a delinquent girl and a senior in middle school. She struggles to kill zombies who were her classmates.","
    Director:
Hiroki Yamaguchi
| 
    Stars:
Mizuho Abe, 
Seijirô Nakamura, 
Ray Nishimura, 
Kayako Okuda
",197,76.0,
Ghesh Al Zawgeyya,(2012),"
Comedy, Drama, Romance            ",4.7,"
Businessman Badran Kamel is exposed to a financial crisis and agrees with his son Hazem, the spoiled young man known for his multiple female relationships, to marry Salma, the football ...                See full summary »
","
    Director:
Ahmad El-Badri
| 
    Stars:
Aimi Samir Ghanem, 
Hasan Husni, 
Idward, 
Sameh Abul-Ghar
",256,109.0,
"L'amore, il sole e l'altre stelle",(2019 TV Movie),"
Comedy            ",5.9,"
Add a Plot
","
    Director:
Fabrizio Costa
| 
    Stars:
Vanessa Incontrada, 
Ricky Memphis, 
Marco Bonini, 
Chiara Ricci
",77,101.0,
Westbrick Murders,(2010),"
Action, Crime, Thriller            ",3.8000000000000007,"
The town of Westbrick is a rough place to live in. It is here that the young rookie cop Matthew lives with his wife. Meanwhile, notorious serial killers Billy and Barbara embark on a ...                See full summary »
","
    Director:
Shaun Rana
| 
    Stars:
Daniell Edwards, 
Sami Darr, 
Anna Bård, 
Ian Burns
",365,90.0,
Swearnet Live,(2014),"
Comedy            ",4.6,"
The actors who play the ""trailer park boys"", host a ""live"" show to launch their new online video website.","
    Directors:
Mike Smith, 
John Paul Tremblay, 
Robb Wells, 
Jeremy Harty, 
Gary Howsam
| 
    Stars:
John Paul Tremblay, 
Robb Wells, 
Mike Smith, 
Patrick Roach
",493,75.0,
The Wreck,(2019),"
Drama            ",5.1,"
Firu Dorileanu, 30 unemployed, lives alone in his deceased parents' apartment. To pass his financial problems, he tries to sell his mother's contrabass. So, with this occasion, he discovers...                See full summary »
","
    Director:
Cornel Gheorghita
| 
    Stars:
Natalia Cebanu, 
Constantin Florescu, 
Sorin Frâncu, 
Balint Geo
",38,80.0,
O Amor no Divã,(2016),"
Comedy            ",5.6,"
A couples counseling therapist realizes she might need help with her own marriage after meeting a new pair of young clients.","
    Director:
Alexandre Reinecke
| 
    Stars:
Zezé Polessa, 
Daniel Dantas, 
Fernanda Paes Leme, 
Paulo Vilhena
",302,88.0,
Monster Math Squad,(2012– ),"
Animation            ",5.8,"
Monster Math Squad stars MAX, LILY and GOO. The Squad love nothing better than to put their monster minds together and use their math skills to overcome any obstacle they face.","
            
    Stars:
Julie Sype, 
Jenna Warren, 
Cory Doran, 
Annick Obonsawin
",34,30.0,
Homies,(2015),"
Comedy            ",5.8,"
After they accidentally get involved in a messy drugs conflict, four inept roommates need to sell 22 kilos of cocaine within a week to square things with the Russian mobsters they now owe money.","
    Director:
Jon Karthaus
| 
    Stars:
Robert de Hoog, 
Charlie Chan Dagelet, 
Jennifer Hoffman, 
Gijs Naber
","1,036",100.0,
Pastor Shepherd,(2010),"
Comedy            ",4.2,"
The tale of a down-on-his-luck freeze-dried-pet-salesman and his journey to become the first-ever-cyber-evangelist.","
    Director:
Edwin L. Marshall
| 
    Stars:
Danny Trejo, 
Pastor Shepherd, 
Maria-Elena Laas, 
Diane Hruska
",609,91.0,
My Husband Oh Jak-doo,(2018),"
Drama, Romance            ",5.9,"
Han Seung Joo is a single woman in her mid 30's and she works as a PD at a broadcasting station. She does well at her job, but she is not nearly as good when it comes to housework. Han ...                See full summary »
","
            
    Stars:
Kang-woo Kim, 
Kim You-Jin, 
Sang-Hoon Jung, 
Min-sik Kim
",191,70.0,
Jeff Garlin: Our Man in Chicago,(2019 TV Special),"
Comedy            ",5.9,"
Jeff Garlin (unintentionally) celebrates his 37th year of stand-up and shares his learnings on love, loss, success and food addiction.","
    Director:
Christopher Storer
| 
    Star:
Jeff Garlin
",384,58.0,
The Negro Soldier,(1944),"
Documentary, Short, Drama            ",5.9,"
Documentary focusing on the contributions to the American war effort of African-American soldiers.","
    Director:
Stuart Heisler
| 
    Stars:
Clyde Turner, 
Carlton Moss, 
William Broadus, 
Bertha Woolford
",690,43.0,
True: Terrific Tales,(2020– ),"
Animation, Family            ",5.5,"
Through the magic of the Story Spinner, True and her friends create their own versions of Pinocchio, Little Red Riding Hood and other classic tales.","
            
    Stars:
Michela Luci, 
Anna Claire Bartlam, 
Eric Peterson, 
Jamie Watson
",16,,
Alien Contact: Outer Space,(2017 Video),"
Documentary            ",3.9,"
Many people think of Space as a quiet and desolate vacuum of emptiness, but new evidence reveals that space is rife with activity beyond our comprehension. Just as we sent Voyager and ...                See full summary »
","
    Director:
J. Michael Long
| 
    Stars:
J. Michael Long, 
Bill Mecca, 
Philip Gardiner, 
O.H. Krill
",421,63.0,
Poeslief,(2020),"
Documentary            ",5.8,"
Famous feline Abatutu presents this charming celebration of cats, showcasing their finest and friskiest moments with a collection of home videos.","
    Director:
Mark Verkerk
| 
    Stars:
Abatutu, 
Nicolette Kluijver, 
Djae Van der Helm, 
Sabine Van der Helm
",81,60.0,
Dust Up,(2012),"
Action, Adventure, Comedy            ",5.0,"
A former vigilante who has embraced his peaceful nature comes to the aid of a young mother in trouble with a cannibalistic drug lord.","
    Director:
Ward Roberts
| 
    Stars:
Amber Benson, 
Jeremiah Birkett, 
Aaron Gaffey, 
Devin Barry
",310,94.0,
Brad Paisley's Comedy Rodeo,(2017 TV Special),"
Comedy            ",5.7,"
Country music star Brad Paisley hosts a night of music and laughs with comics Nate Bargatze, John Heffron, Jon Reep, Sarah Tiana and Mike E. Winfield.","
    Director:
Jay Chapman
| 
    Stars:
Brad Paisley, 
Nate Bargatze, 
John Heffron, 
Reba McEntire
",143,63.0,
Jonas,(2015),"
Drama, Romance, Thriller            ",5.4,"
During Carnival in San Paulo, a young man and young woman who knew each other as children meet again after many years and social barriers have kept them apart. On the day of the festival, ...                See full summary »
","
    Director:
Lô Politi
| 
    Stars:
Jesuíta Barbosa, 
Laura Neiva, 
Criolo, 
Paulo Américo
",216,90.0,
Where the Road Runs Out,(2014),"
Drama, Family, Romance            ",5.6,"
George, a scientist living in Rotterdam is growing wary of the world of academia. The sudden death of an old friend is the incentive he needs to return to his African roots where he takes ...                See full summary »
","
    Director:
Rudolf Buitendach
| 
    Stars:
Isaach De Bankolé, 
Juliet Landau, 
Stelio Savante, 
Sizo Motsoko
",116,91.0,
Erkekler,(2013),"
Comedy            ",4.8,"
A drama between a patient and his psychiatrist as well as their family life presented mainly through flashbacks with special references to Marxist and Darwinian theories.","
    Director:
Faruk Aksoy
| 
    Stars:
Fikret Kuskan, 
Ali Poyrazoglu, 
Asuman Dabak, 
Günes Emir
",563,122.0,
Still Laugh-In: The Stars Celebrate,(2019 TV Special),"
Comedy, Music            ",5.2,"
Hollywood's finest pay tribute to ""Rowan and Martin's Laugh-In"" for an uncensored and unforgettable celebration at The Dolby Theater.","
            
    Stars:
Lily Tomlin, 
Ruth Buzzi, 
Tiffany Haddish, 
Neil Patrick Harris
",534,60.0,
Chichipatos: ¡Qué chimba de Navidad!,(2020 TV Movie),"
Comedy, Drama            ",3.8000000000000007,"
Before the events of S1, Juanquini, El Ñato and Captain González shared one Christmas wish: being courageous enough to change their lives. One mysterious character, El Dañado, could be the one who makes their dreams come true.","
    Director:
Juan Camilo Pinzon
| 
    Stars:
Luis Eduardo Arango, 
Julián Cerati, 
Aura Cristina Geithner, 
Mariana Gómez
",108,82.0,
TUNA Girl,(2019),"
Comedy, Drama            ",5.8,"
A clumsy but cheerful fisheries student struggles to find her place at a research institute renowned for its tuna cultivation.","
    Director:
Mana Yasuda
| 
    Stars:
Tom Fujita, 
Hidetoshi Hoshida, 
Fuka Koshiba
",121,89.0,
Crazy People,(2018),"
Comedy, Thriller            ",5.0,"
An actor returns after a one-year hiatus to track down his impersonator.","
    Director:
Moses Inwang
| 
    Stars:
Kunle Afolayan, 
Gift Amaka Anizoba, 
Funny Bone, 
Monalisa Chinda
",14,106.0,
Soy Rada: Serendipity,(2021 TV Special),"
Comedy            ",5.8,"
The delightful Argentine comic Agustín Aristarán is back, this time putting the spotlight on family and parenting, magic and music.","
    Director:
Pablo Faro
| 
    Star:
Mago Radagast
",55,68.0,
Big Words,(2013),"
Comedy, Drama            ",5.9,"
Members of a once-promising hip-hop group, now in their late 30's, struggle with regret, disappointment, and change on Election Night 2008.","
    Director:
Neil Drumming
| 
    Stars:
Dorian Missick, 
Suzy Jane Hunt, 
Gbenga Akinnagbe, 
Darien Sills-Evans
",277,93.0,$0.01M
After Trek,(2017–2018),"
Talk-Show            ",4.9,"
Review of each episode of Star Trek Discovery with discussion about the show with the creators, producers and cast. Showcases insight into the back story and the main characters as well as revealing Easter eggs.","
            
    Stars:
Matt Mira, 
Sonequa Martin-Green, 
Aaron Harberts, 
Doug Jones
",252,48.0,
The Whole Truth,(2009),"
Action, Comedy            ",3.8000000000000007,"
An acting coach makes it big ... Not in Hollywood, but by coaching criminal defendants on how to win over juries. But when one of her clients turns on her, she's now the one being judged!","
    Director:
Colleen Patrick
| 
    Stars:
Elisabeth Röhm, 
Sean Patrick Flanery, 
Eric Roberts, 
Jim Holmes
",114,99.0,
Mighty Express: A Mighty Christmas,(2020 TV Special),"
Animation, Family            ",5.0,"
The Mighty Express welcomes a new train and speeds into a snowstorm to deliver Santa's presents and save Christmas for all the kids in Tracksville.","
    Directors:
Clint Butler, 
Chris LaBonte
| 
    Stars:
Aaliyah Cinello, 
Meesha Contreras, 
Gracen Daly, 
Jay Hatton
",36,25.0,
Los Inocentes,(2015),"
Horror            ",5.2,"
In 19th century Argentina, when a man returns to his family's plantation after 15 years, it revives a violent past, slave abuses and evil spirits.","
    Director:
Mauricio Brunetti
| 
    Stars:
María Eugenia Arboleda, 
Lito Cruz, 
Stella Delphino, 
Ludovico Di Santo
",454,98.0,
Yabani Asli,(2017),"
Comedy, Family            ",5.4,"
(Muharram) The representative of a tourist company living in a popular area, is in love with a Japanese diplomat called Sakura. They marry and have two twin children, and in the difficult ...                See full summary »
","
    Director:
Mahmood Karim
| 
    Stars:
Mohamed Abdelmoaty, 
Muhammad Abdullatif, 
Adham Ahmad, 
Islam Ahmad
",326,95.0,
Chico Bon Bon and the Very Berry Holiday,(2020 TV Movie),"
Animation, Family            ",5.8,"
When Barry is not shown to deliver the Blunderberry Cakes when the traditional holiday called Blunderberry, which the whole town has had so fun and happy, comes to the door, Blunderberry jeopardizes the nature and beauty of the day.","
    Director:
Darragh O'Connell
| 
    Stars:
Robbie Daymond, 
Andy Abbott, 
Dayci Brookshire, 
Emma Sloan Jacobs
",32,25.0,
Niquelao!,(2019– ),"
Reality-TV            ",5.5,"
Patisserie Chef Christian Escribà co-presents this Spanish cooking competition, bake-off style.","
            
    Stars:
Pepa Charro, 
Christian Escribà, 
Jordi Cruz, 
Paula Gonu
",84,,
Hoodrats 2: Hoodrat Warriors,(2008),"
Action            ",4.1,"
Beautiful girls kicking ass, Smashing skulls and fighting Gang members in Los Angeles. One battle after another till confronting the King of the streets.","
    Director:
Edgar Arellano
| 
    Stars:
Donnabella Mortel, 
June Marie Sparagna, 
Arden Cho, 
Jarrett Arthur
",108,92.0,
A Field Full of Secrets,(2014),"
Documentary            ",5.7,"
In 2008, two best friends stepped into their very first crop circle in southern England. This is story of what happened next.","
    Director:
Charles Maxwell
| 
    Stars:
Colin Andrews, 
Francine Blake, 
Tim Carson, 
Will Carson
",200,122.0,
Tuintje in mijn hart,(2017),"
Comedy, Romance            ",5.3,"
When a mother reunites her family in Suriname for Christmas, two brothers - one living in Holland, one still in Suriname - have a hard time to get along with each other after a rumor spreads gold was found in their father's land.","
    Director:
Marc Waltman
| 
    Stars:
Sanne Langelaar, 
Jade Olieberg, 
Beppie Melissen, 
Oscar Aerts
",475,101.0,
Unboxing Ibai,(2020),"
Short, Horror            ",4.7,"
Short movie created in collaboration with Netflix to promote the release of PS5.","
    Director:
Jaume Balagueró
| 
    Stars:
Barbe, 
Ander Cortes, 
Ibai Llanos, 
Loli Martín
",32,,
Anjelah Johnson: Not Fancy,(2015 TV Special),"
Documentary, Comedy            ",5.8,"
Angelah Johnson waxes about religion, married life, travel, and food among other topics in this new laugh out loud and family friendly stand up special taped live in California.","
    Director:
Jay Karas
| 
    Star:
Anjelah Johnson-Reyes
",633,90.0,
Hide & Seek,(2010),"
Drama, Horror, Thriller            ",4.2,"
Five former friends are abducted and held in a locked mall by a person dressed as Santa Claus.","
    Director:
Shawn Arranha
| 
    Stars:
Purab Kohli, 
Arjan Bajwa, 
Mrinalini Sharma, 
Ayaz Khan
",230,105.0,
Shotgun Wedding,(2013),"
Comedy, Horror, Romance            ",5.1,"
After Robert, a marrying-up groom, 'accidentally' shoots his fiance's Maid of Honor in the face during a drunken skeet-shooting session, his meddling mother does whatever it takes to ensure the wedding takes place.","
    Director:
Danny Roew
| 
    Stars:
Mike Damus, 
Kim Shaw, 
Joel McKinnon Miller, 
Kevin Christy
",262,92.0,
Genis Aile: Yapistir,(2015),"
Comedy            ",4.8,"
Upon the illness of Cevahir's grandmother Hafize; a treasure map passes by the hand of Cevahir who is trying to find enough money for the treatment. Bilal, the enemy of Cevahir, picks up ...                See full summary »
","
    Director:
Ömer Ugur
| 
    Stars:
Ufuk Özkan, 
Firat Tanis, 
Bülent Çolak, 
Ahmet Sarsilmaz
","1,200",96.0,
Indie Game: Life After,(2016),"
Documentary            ",5.8,"
A collection of short documentaries following the people and projects from Indie Game: The Movie in the years following that film's release.","
    Directors:
Lisanne Pajot, 
James Swirsky
| 
    Stars:
Jonathan Blow, 
Phil Fish, 
Edmund McMillen, 
Tommy Refenes
",489,125.0,
Fun sau suet oi nei,(2010),"
Comedy, Drama, Romance            ",5.9,"
Have you just been dumped? What if there was a website that could get your loved one back? There is ! It is called BreakUpClub.asia. All you have to do is break up another couple that are ...                See full summary »
","
    Director:
Barbara Wong Chun-Chun
| 
    Stars:
Jaycee Chan, 
Fiona Sit, 
Hiro Hayama, 
Kong Kam
",351,104.0,
